Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	142	143	144	150	153	156	158	Notes
Scotland	1023	9	SC164	SBO	Newcraighall South Jn – Tweedbank	5	02	35	34	3	N	N	N	N	N	N	R1	R1	R1	R155mph maximum speed
Scotland	1023	10	SC165	MHY	Niddrie South Jn – Niddrie West Jn	7	06	6	30	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	11	SC165	SUB2	Niddrie West Jn – Gorgie Jn	6	30	0	45	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	12	SC165	GGE	Gorgie Jn – Haymarket West Jn	0	00	0	41	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	13	SC167	CKT	Craiglockhart Jn – Slateford Jn	0	00	0	48	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	14	SC169	SUB2	Gorgie Jn – Haymarket Central Jn	0	45	0	11	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	15	SC171	ECM9	"Waverley East End – Edinburgh
Waverley"	0	21	0	00	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	16	SC171	EGM4	"Edinburgh Waverley – Waverley West
End (South Lines)"	0	00	0	15	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	17	SC171	ECN1	"Edinburgh Waverley – Waverley West
End (North Lines)"	0	00	0	15	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	18	SC171	EGM3	"Waverley West End – Haymarket (South
Lines)"	0	15	1	19	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	19	SC171	ECN2	"Waverley West End – Haymarket (North
Lines)"	0	15	1	19	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	20	SC171	EGM2	"Haymarket – Haymarket East Jn (South
Lines)"	46	02	45	72	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1023	21	SC171	ECN2	"Haymarket – Haymarket East Jn (North
Lines)"	1	19	1	29	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	08	09	20	31/1 31/6	31/4	33	37/0 37/3 37/4 37/6	37/5	37/7 37/9	Notes
Scotland	1024	1	SC171	EGM2	"Haymarket East Jn – Haymarket Central
Jn (South Lines)"	45	72	45	35	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1024	2	SC171	ECN2	"Haymarket East Jn – Haymarket Central
Jn (North Lines)"	1	29	1	66	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1024	3	SC171	EGM2	"Haymarket Central Jn – Haymarket
West Jn (South Lines)"	45	35	44	73	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1024	4	SC171	ECN2	"Haymarket Central Jn – Haymarket
West Jn (North Lines)"	1	66	2	41	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1024	5	SC171	ECN2	"Haymarket West Jn – Dundee Central
Jn"	2	41	58	69	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1024	6	SC171	ECN2	Dundee Central Jn – Dundee	58	69	59	14	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1024	7	SC173	CWH1	"Inverkeithing Central Jn – Change of
ELR (Cowdenbeath)"	13	21	22	76	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	R	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1024	8	SC173	CWH2	"Change of ELR (Cowdenbeath) –
Change of ELR (Lochgelly)"	0	00	0	70	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1024	9	SC173	CWH3	"Change of ELR (Lochgelly) – Thornton
West Jn"	27	00	34	62	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1024	10	SC173	TNW	Thornton West Jn – Thornton North Jn	0	70	0	00	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1024	11	SC175	RHD2	Rosyth Dockyard – Change of ELR	1	21	1	00	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1024	12	SC175	RHD1	"Change of ELR – Inverkeithing South Jn
(Goods Line)"	1	00	0	02	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1024	13	SC176	IGE	"Inverkeithing North Jn – Inverkeithing
East Jn (Inverkeithing Curve)"	0	33	0	00	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1024	14	SC177	MTL1	Thornton North Jn – Change of ELR	0	11	4	65	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1024	15	SC177	MTL2	"Change of ELR – Methill Power Station
(Goods Line)"	7	34	6	48	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	08	09	20	31/1 31/6	31/4	33	37/0 37/3 37/4 37/6	37/5	37/7 37/9	Notes
Scotland	1025	1	SC178	CWH3	Thornton South Jn – Thornton West Jn	35	38	34	62	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	2	SC181	CDC1	Ladybank Jn – Change of ELR	0	03	14	10	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1025	3	SC181	CDC2	Change of ELR – Hilton Jn	44	18	45	66	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1025	4	SC183	SAA	Stirling Middle Jn – Change of ELR	0	00	8	14	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	5	SC183	KNE1	Change of ELR – Longannet	0	00	5	62	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	6	SC183	KNE1	Longannet – Change of ELR	5	62	14	14	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	7	SC183	KNE2	Change of ELR – Charlestown Jn	14	14	15	39	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	8	SC189	CRE	Westfield – Change of Mileage	28	77	33	04	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	9	SC189	CRE	"Change of Mileage – Redford Jn (Goods
Line)"	33	28	33	45	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	10	SC191	ECN2	Dundee Central Jn – Dundee	58	69	59	14	"8
R1"	Y	Y	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2008/SCOT0337 applies until
29/08/2013"
Scotland	1025	11	SC191	ECN2	Dundee – Camperdown Jn	59	14	59	77	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	12	SC191	ECN3	"Camperdown Jn – Change of ELR
(Arbroath SB)"	0	21	17	17	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	13	SC191	ECN4	"Change of ELR (Arbroath SB) – Change
of ELR (Montrose)"	17	55	33	28	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	14	SC191	ECN5	"Change of ELR (Montrose) –
Craiginches"	203	11	239	55	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	15	SC191	ECN5	Craiginches – Aberdeen	239	55	241	06	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	16	SC193	HGL1	Perth South Jn – Change of ELR	150	61	158	38	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	17	SC193	HGL2	Change of ELR – Stanley Jn	7	02	7	07	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1025	18	SC193	HGL2	Stanley Jn – Milburn Jn	7	07	143	39	8	Y	Y	Y	R1	R1	R1	R1	R1	R1	"R140mph over bridge 290/033 (20m
48ch)"
Scotland	1025	19	SC193	HGL2	Milburn Jn – Welsh's Bridge Jn	117	37	117	56	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	08	09	20	31/1 31/6	31/4	33	37/0 37/3 37/4 37/6	37/5	37/7 37/9	Notes
Scotland	1026	1	SC193	RSW	Welsh's Bridge Jn – Rose Street Jn	117	56	118	03	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	2	SC193	HGL2	"Welsh's Bridge Jn – Inverness platforms
1-4"	117	56	118	03	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	3	SC195	ECN5	Aberdeen – Change of ELR	241	06	241	08	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	4	SC195	ANI1	Change of ELR – Keith Jn SB	0	00	53	05	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	5	SC195	ANI2	Keith Jn SB – Forres	30	40	0	00	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	6	SC195	ANI3	Forres – Milburn Jn	119	26	143	39	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	7	SC195	HGL2	Milburn Jn – Welsh's Bridge Jn	117	37	117	56	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	8	SC195	RSW	Welsh's Bridge Jn – Rose Street Jn	117	56	118	03	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	9	SC195	HGL2	"Welsh's Bridge Jn – Inverness platforms
1-4"	117	56	118	03	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	10	SC197	WRO	"Kittybrewster – Waterloo Goods (Goods
Line)"	1	62	0	03	8	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	11	SC199	DFN	Keith Jn – End of Line	53	06	53	36	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	12	SC203	RSW	Welsh's Bridge Jn – Rose Street Jn	117	56	118	03	10	Y	Y	Y	Y	Y	Y	Y	Y	Y	
Scotland	1026	13	SC203	WCK	"Inverness platforms 5-7 – Rose Street
Jn"	0	02	0	18	"5
R1"	Y	Y	Y	Y	N	N	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC011 applies until
30/09/2014"
Scotland	1026	14	SC203	WCK	Rose Street Jn – Invergordon	0	18	31	37	"5
R1"	Y	Y	Y	Y	N	N	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC011 applies until
30/09/2014"
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	08	09	20	31/1 31/6	31/4	33	37/0 37/3 37/4 37/6	37/5	37/7 37/9	Notes
Scotland	1027	1	SC203	WCK	Invergordon – Georgemas Jn	31	37	147	20	5	"R1
R2
R3
R5"	"R1
R2
R3
R5"	"R1
R2
R3
R5
R6"	"R1
R2
R4
R5"	N	N	"R1
R2
R4
R5"	"R1
R2
R4
R5
R6"	N	"R120mph over bridge 292 (115m 09ch)
R220mph over bridge 296 (116m 18ch)
R3Double Heading prohibited
R4Double Heading permitted when
hauling wagons which are loaded to a
maximum of RA5
R5If a locomotive fails north of
Invergordon, the authority of the
Infrastructure Manager's Structures
Engineer must be obtained before an
assisting locomotive is permitted to
proceed towards the failed train
R6Route prohibited to Class 20 and
Class 37/5 locomotives that conform
to RA6"
Scotland	1027	2	SC203	WCK	Georgemas Jn – Wick	147	20	161	35	3	R1	R1	"R1
R2"	R1	N	N	R1	"R1
R2"	N	"R110mph over bridge 302/364 (159m
12ch)
R2Route prohibited to Class 20 and
Class 37/5 locomotives that conform
to RA6"
Scotland	1027	3	SC205	KYL	Dingwall – Kyle of Lochalsh	0	19	63	64	5	Y	Y	R1	Y	N	N	Y	R1	N	"R1Route prohibited to Class 20 and
Class 37/5 locomotives that conform
to RA6"
Scotland	1027	4	SC207	TSO	Georgemas Jn – Thurso	0	00	6	50	5	Y	Y	R1	Y	N	N	Y	R1	N	"R1Route prohibited to Class 20 and
Class 37/5 locomotives that conform
to RA6"
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	43	47/2	47/4	47/7	56	57	58	Notes
Scotland	1028	1	SC001	WCM1	"Route Boundary (NW4001) (Gretna Jn) –
Lockerbie"	12	30	25	66	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	2	SC001	WCM1	Lockerbie – Law Jn	25	66	84	08	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	3	SC001	WCM2	"Law Jn – Junction with Coatbridge lines
(Lesmahagow Jn)"	84	08	89	51	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	4	SC001	WCM2	"Junction with Coatbridge lines
(Lesmahagow Jn) – Newton East Jn"	89	51	95	14	"8
R1"	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC010 applies until
30/09/2014"
Scotland	1028	5	SC001	WCM2	"Newton East Jn – Newton Hamilton Jn
(SC0023) via South Connecting Line"	95	14	95	47	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	6	SC001	WCM2	"Newton Kirkhill Jn (SC0023) – Newton
West Jn via North Connecting Line"	95	77	96	34	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	7	SC001	WCM2	Newton East Jn – Newton West Jn	95	14	96	34	"8
R1"	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC010 applies until
30/09/2014"
Scotland	1028	8	SC001	WCM2	Newton West Jn – Rutherglen East Jn	96	34	98	32	"8
R1"	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC010 applies until
30/09/2014"
Scotland	1028	9	SC001	WCM2	Rutherglen East Jn – Larkfield Jn	98	32	100	65	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	10	SC001	WCM2	Larkfield Jn – Eglinton St Jn	100	65	101	39	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	11	SC001	WCM2	Eglinton St Jn – Bridge St Jn	101	39	101	53	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	12	SC001	WCM2	Bridge St Jn – Glasgow Central	101	53	102	27	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	13	SC003	ECA1	Carstairs South Jn – Carstairs East Jn	73	17	73	48	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	14	SC003	ECA2	Carstairs East Jn – Slateford Jn	74	10	99	01	"8
R1"	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC007 applies until
30/09/2014"
Scotland	1028	15	SC003	ECA3	Slateford Jn – Haymarket East Jn	99	01	100	41	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1028	16	SC005	CSP	Carstairs Station Jn – Carstairs East Jn	73	37	74	10	10	Y	Y	Y	Y	Y	Y	Y	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	43	47/2	47/4	47/7	56	57	58	Notes
Scotland	1029	1	SC007	EGS2	Midcalder Jn – Holytown Jn	23	11	1	27	"8
R1"	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC012 applies until
30/09/2014"
Scotland	1029	2	SC009	LNK	Lanark – Lanark Jn	2	45	0	03	5	Y	N	N	N	N	N	N	
Scotland	1029	3	SC011	WWD	Law Jn – Holytown Jn	84	08	89	66	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	4	SC011	EGS2	Holytown Jn – Mossend East Jn	1	27	0	40	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	5	SC011	EGS1	Mossend East Jn – Uddingston Jn	3	63	0	03	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	6	SC013	SHR	Wishaw Central Jn – Shieldmuir Jn	86	63	87	43	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	7	SC015	MDN	"Mossend East Jn – Mossend North Jn
(North Curve)"	0	40	0	06	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	8	SC017	MDE	"Mossend East Jn – Mossend South Jn
(East Curve)"	0	31	0	00	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	9	SC019	MDW	"Mossend South Jn – Mossend West Jn
(West Curve)"	91	08	91	50	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	10	SC021	COS2	Coltness – Change of ELR	0	09	0	00	10	N	Y	Y	Y	Y	Y	Y	
Scotland	1029	11	SC021	COS1	Change of ELR – Garriongill Jn	14	15	15	29	10	N	Y	Y	Y	Y	Y	Y	
Scotland	1029	12	SC023	HMN1	Motherwell – Change of ELR	0	08	1	44	7	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	13	SC023	HMN2	Change of ELR – Newton, Hamilton Jn	6	61	0	00	7	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	14	SC024	LRK	Larkhall – Haughhead Jn	3	00	0	00	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	15	SC025	ARG1	"Rutherglen Central Jn – Bridgeton Yard
North End"	0	00	0	43	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	16	SC025	ARG2	"Bridgeton Yard North End – Exhibition
Centre"	0	86	4	03	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	17	SC025	ARG2	"Exhibition Centre – Finnieston East Jn
(Down line)"	4	03	4	41	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	18	SC025	ARG2	"Exhibition Centre – Finnieston West Jn
(Up line)"	4	03	4	74	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	19	SC027	RNC	"Rutherglen West Jn – Rutherglen North Jn
(West Curve)"	0	00	0	29	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	20	SC029	CLY	Larkfield Jn – Terminus Jn	101	01	101	62	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	21	SC029	BRD	"Terminus Jn – Shields Jn via Through
Terminus lines"	101	62	102	16	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1029	22	SC029	CLY	Terminus Jn – Shields Jn	101	62	102	16	10	Y	Y	Y	Y	Y	Y	Y	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	43	47/2	47/4	47/7	56	57	58	Notes
Scotland	1030	1	SC031	GSW	"Route Boundary (NW4031) (Gretna Jn)  –
Old Route boundary (109m 00ch between
Eastriggs and Annan)"	115	40	109	00	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	2	SC031	GSW	"Old Route boundary (109m 00ch between
Eastriggs and Annan) – Change of ELR"	109	0	33	44	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	3	SC031	GBK	Change of ELR – Muirhouse South Jn	23	44	1	18	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	4	SC031	MEN2	"Muirhouse South Jn – Muirhouse Central
Jn"	0	00	0	15	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	5	SC031	MEN1	Muirhouse Central Jn – Eglinton St Jn	0	19	0	70	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	6	SC031	WCM2	Eglinton St Jn – Bridge St Jn	101	39	101	53	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	7	SC031	WCM2	Bridge St Jn – Glasgow Central	101	53	102	27	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	8	SC035	KSH	"Bank Jn – Network Rail Boundary (Connel
Park LC) / Knockshinnoch"	54	05	55	28	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	9	SC036	GNN	"Greenburn Jn – Greenburn Open Cast
(Goods Line)"	0	00	0	55	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	10	SC037	RIC1	Kay Park Jn – Bellfield	0	00	1	06	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	11	SC037	RIC2	Bellfield – Riccarton (Goods Line)	2	20	1	75	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	12	SC039	BAK	Kilmarnock – Barassie	0	05	7	56	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	13	SC045	EKE	East Kilbride – Busby Jn	7	60	0	40	5	N	N	N	N	N	N	N	
Scotland	1030	14	SC047	LFS2	Muirhouse South Jn – Change of ELR	1	19	0	61	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	15	SC047	LFS1	Change of ELR – Larkfield Jn	101	17	101	01	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	16	SC049	TSS	Muirhouse Central Jn – Terminus Jn	0	04	0	40	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	17	SC051	CTC	"Muirhouse Central Jn – Cathcart North Jn
(via Cathcart)"	5	19	1	63	3	R1	R1	R1	R1	R1	R1	R1	"R1Route prohibited unless authorised by the
Infrastructure Manager's structures engineer"
Scotland	1030	18	SC051	CTC	"Cathcart North Jn – Muirhouse North Jn
(via Crosshill)"	1	63	0	00	7	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	19	SC053	NNH	Neilston – Cathcart West Jn	108	45	100	77	5	Y	N	N	N	N	N	N	
Scotland	1030	20	SC055	WCM2	Newton, Hamilton Jn – Newton Kirkhill Jn	95	53	95	77	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	21	SC055	KHL	Newton Kirkhill Jn – Cathcart West Jn	96	77	100	77	7	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	22	SC057	CNC	Cathcart East Jn – Cathcart North Jn	0	45	0	00	7	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	23	SC059	WCM2	Glasgow Central – Bridge St Jn	102	27	101	53	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1030	24	SC059	AYR1	Bridge St Jn – Cook St	0	00	0	19	8	Y	Y	Y	Y	Y	Y	Y	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	43	47/2	47/4	47/7	56	57	58	Notes
Scotland	1031	1	SC059	LYE	"Cook St – High St Line (Smithy Lye
through line)"	0	00	0	44	8	N	Y	Y	Y	Y	Y	Y	
Scotland	1031	2	SC059	AYR1	Cook St – Shields Jn	0	19	1	00	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	3	SC059	AYR1	"Shields Jn – Change of ELR (Paisley
Gilmour Street)"	1	00	6	53	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	4	SC059	AYR2	"Change of ELR (Paisley Gilmour Street) –
Change of ELR (Brown Street crossover)"	6	73	7	00	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	5	SC059	AYR3	"Change of ELR (Brown Street crossover) –
Change of ELR (Dalry)"	7	00	23	00	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	6	SC059	AYR4	"Change of ELR (Dalry) – Change of ELR
(Barassie Jn)"	23	00	33	08	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	7	SC059	AYR5	"Change of ELR (Barassie Jn) – Change of
ELR (Between Troon and Prestwick
International Airport)"	0	00	2	15	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	8	SC059	AYR6	"Change of ELR (Between Troon and
Prestwick International Airport) – Falkland
Jn"	35	05	38	73	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	9	SC059	AYR6	Falkland Jn – Ayr	38	73	40	49	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	10	SC059	STR1	Ayr – Dalrymple Jn	40	49	43	53	8	Y	Y	Y	Y	Y	Y	Y	
Scotland	1031	11	SC059	STR1	Dalrymple Jn – Change of ELR (Girvan)	43	53	61	60	5	Y	N	N	N	N	N	N	
Scotland	1031	12	SC059	STR2	"Change of ELR (Girvan) – Change of ELR
(Betweeen Challoch LC and Dunragit SB &
LC)"	0	00	30	67	5	Y	N	N	N	N	N	N	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	43	47/2	47/4	47/7	56	57	58	Notes
Scotland	1032	1	SC059	STR3	"Change of ELR (Betweeen Challoch LC
and Dunragit SB & LC) – Change of ELR
(Stranraer Yard GF)"	46	54	53	05	5	Y	N	N	N	N	N	N	
Scotland	1032	2	SC059	STR4	"Change of ELR (Stranraer Yard GF) – End
of Line"	53	05	54	05	5	Y	N	N	N	N	N	N	.
Scotland	1032	3	SC061	CNL	Shields Jn – Corkerhill	1	05	3	11	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1032	4	SC061	CNL	Corkerhill – Paisley Canal	3	11	7	00	10	R1	R1	R1	R1	R1	R1	R1	"R1Prohibited when overhead line equipment is
energised"
Scotland	1032	5	SC063	CND1	Cardonald Jn – Cardonald North Jn	0	00	0	36	9	Y	Y	Y	Y	Y	Y	Y	
Scotland	1032	6	SC063	CND2	"Cardonald North Jn – Deanside (Goods
Line)"	0	36	1	54	9	Y	Y	Y	Y	Y	Y	Y	
Scotland	1032	7	SC065	GOU1	Paisley (Wallneuk Jn) – Change of ELR	6	34	6	53	7	Y	Y	Y	Y	Y	Y	Y	
Scotland	1032	8	SC065	GOU2	Change of ELR – Bishopton	107	70	112	60	"7
R1"	"R2
R3"	"R2
R3"	"R2
R3"	"R2
R3"	"R2
R3"	"R2
R3"	"R2
R3"	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC006 applies until
30/09/2014
R230mph over bridge 179/065 (Black Cart
Water) (109m 71ch)
R330mph over  bridge 179/061 (River Gryfe)
(110m 42ch)"
Scotland	1032	9	SC065	GOU2	Bishopton – Gourock	112	60	126	58	"5
R1"	Y	Y	Y	Y	Y	Y	Y	"R1RA Change
STNC NC/G1/2010/ICP-RA/SC006 applies until
30/09/2014"
Scotland	1032	10	SC067	WYS	Wemyss Bay Jn – Wemyss Bay	0	00	10	03	5	Y	"R1
R2
R3"	"R4
R5"	"R1
R2
R3"	N	"R1
R2
R3"	N	"R140mph over bridge 181/009 (7m 36ch)
R240mph over bridge 181/032 (2m 48ch)
R315mph over bridge 181/034 (2m 24ch)
R4Class 47/4 locomotives that conform to RA6
shall apply those restrictions applicable to
the Class 47/2
R5Route prohibited to Class 47/4 locomotives
that conform to RA7"
Scotland	1032	11	SC073	LGS1	Kilwinning Jn – Change of ELR	25	65	30	44	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1032	12	SC073	LGS2	Change of ELR – Fairlie High Siding	30	44	38	69	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1032	13	SC073	LGS2	Fairlie High Siding – Largs	38	69	42	07	5	Y	N	N	N	N	N	N	
Route	page	seq	Line of route	ELR	Line of Route/Sector Description	M	Ch	M	Ch	RA	43	47/2	47/4	47/7	56	57	58	Notes
Scotland	1033	1	SC077	ARH	"Ardrossan South Beach – Adrossan
Harbour"	30	44	31	35	10	Y	Y	Y	Y	Y	Y	Y	
Scotland	1033	2	SC079	HUN	"Hunterston – Hunterston Low Level Sdgs
(Goods Line)"	0	00	0	36	10	N	Y	Y	Y	Y	Y	Y	
